city,state,locality,property_type,total_sqft,bhk,bath,balcony,floor,age_years,furnishing,facing,price,price_per_sqft
Kochi,Kerala,Kakkanad,Builder Floor,1250,2,2,2,22,1,Unfurnished,North-West,53.26,4232.0
Kochi,Kerala,Cheranalloor,Independent House,2650,5,5,0,5,20,Unfurnished,North,116.54,6142.0
Kochi,Kerala,Cheranalloor,Apartment,2400,4,4,1,20,1,Unfurnished,West,184.77,7894.0
Kochi,Kerala,Cheranalloor,Apartment,1750,3,4,2,15,10,Semi-Furnished,East,76.85,4550.0
Kochi,Kerala,Thrissur Road,Apartment,1600,3,4,0,8,5,Semi-Furnished,North-East,84.47,5322.0
Kochi,Kerala,Edapally,Apartment,1650,3,3,0,20,1,Unfurnished,North-West,120.92,6913.0
Kochi,Kerala,Cheranalloor,Apartment,2350,4,4,2,18,15,Semi-Furnished,East,148.81,7121.0
Kochi,Kerala,Edapally,Apartment,2050,4,4,2,20,10,Semi-Furnished,South,83.76,4078.0
Kochi,Kerala,Cheranalloor,Apartment,2950,5,5,0,13,2,Semi-Furnished,South,175.56,5387.0
Kochi,Kerala,Thrissur Road,Apartment,1500,3,4,2,2,0,Fully Furnished,North,102.99,5952.0
Kochi,Kerala,Maradu,Independent House,2150,4,4,3,23,2,Semi-Furnished,North-East,95.12,4225.0
Kochi,Kerala,Palakkad Road,Apartment,2100,4,4,2,16,20,Semi-Furnished,South,93.68,5932.0
Kochi,Kerala,Kakkanad,Apartment,2400,4,4,1,0,1,Unfurnished,South,128.47,5530.0
Kochi,Kerala,Aluva,Apartment,1300,2,2,2,18,5,Fully Furnished,North-West,94.13,6722.0
Kochi,Kerala,Thrippunithura,Independent House,3850,6,6,1,5,2,Unfurnished,East,173.45,4701.0
Kochi,Kerala,Cheranalloor,Studio,550,1,1,2,20,2,Unfurnished,North,22.47,3912.0
Kochi,Kerala,Maradu,Studio,250,1,1,1,15,15,Unfurnished,North-East,10.03,4720.0
Kochi,Kerala,Kakkanad,Independent House,3700,6,6,0,22,1,Semi-Furnished,West,195.07,4539.0
Kochi,Kerala,Thrippunithura,Independent House,1850,3,3,2,13,0,Unfurnished,North-West,111.93,6055.0
Kochi,Kerala,Aluva,Independent House,2150,4,4,2,21,10,Semi-Furnished,North,141.61,6671.0
Kochi,Kerala,Thrippunithura,Studio,450,1,1,1,23,1,Unfurnished,North,33.17,6702.0
Kochi,Kerala,Aluva,Apartment,2450,4,5,0,20,15,Fully Furnished,West,133.87,5741.0
Kochi,Kerala,Kakkanad,Apartment,1450,3,3,1,10,2,Fully Furnished,North-West,76.51,4540.0
Kochi,Kerala,Kakkanad,Independent House,1600,3,3,1,3,1,Unfurnished,North,71.48,4363.0
Kochi,Kerala,Thrippunithura,Builder Floor,2850,5,5,1,11,1,Unfurnished,South,161.4,5533.0
Kochi,Kerala,Edapally,Apartment,1450,3,3,2,23,0,Fully Furnished,East,138.19,7609.0
Kochi,Kerala,Thrissur Road,Villa,2750,3,4,2,3,5,Fully Furnished,North-East,227.63,7473.0
Kochi,Kerala,Maradu,Independent House,1350,2,3,1,3,0,Unfurnished,West,74.97,5688.0
Kochi,Kerala,Aluva,Apartment,3300,6,6,2,17,15,Fully Furnished,East,138.15,4369.0
Kochi,Kerala,Edapally,Apartment,2000,4,4,1,2,1,Semi-Furnished,North,144.16,6705.0
Kochi,Kerala,Thrissur Road,Apartment,2400,4,4,0,2,0,Fully Furnished,North,192.96,6935.0
Kochi,Kerala,Thrippunithura,Apartment,2700,5,5,2,15,1,Semi-Furnished,East,205.79,6967.0
Kochi,Kerala,Vytila,Apartment,2300,4,4,1,21,0,Unfurnished,North-East,182.81,7223.0
Kochi,Kerala,Aluva,Apartment,2800,5,6,2,20,0,Semi-Furnished,East,173.93,5930.0
Kochi,Kerala,Thrissur Road,Villa,4200,3,3,2,9,2,Semi-Furnished,South,295.06,6179.0
Kochi,Kerala,Aluva,Apartment,1700,3,4,1,11,2,Unfurnished,West,101.93,5799.0
Kochi,Kerala,Maradu,Apartment,2900,5,5,1,18,1,Semi-Furnished,West,143.0,4552.0
Kochi,Kerala,Vytila,Apartment,1750,3,3,2,20,1,Semi-Furnished,North-East,153.08,7757.0
Kochi,Kerala,Kakkanad,Apartment,2000,4,4,2,14,10,Semi-Furnished,West,72.8,3799.0
Kochi,Kerala,Palakkad Road,Independent House,2850,5,6,1,14,5,Unfurnished,West,228.79,8025.0
Kochi,Kerala,Maradu,Studio,300,1,1,2,6,10,Semi-Furnished,East,14.26,5363.0
Kochi,Kerala,Aluva,Independent House,2450,4,5,2,16,10,Unfurnished,South,130.69,5955.0
Kochi,Kerala,Vytila,Independent House,1550,3,4,2,20,1,Semi-Furnished,West,102.08,5858.0
Kochi,Kerala,Kakkanad,Apartment,2150,4,4,2,7,10,Unfurnished,East,86.37,4527.0
Kochi,Kerala,Palakkad Road,Independent House,2550,5,6,1,9,5,Unfurnished,West,164.35,6489.0
Kochi,Kerala,Cheranalloor,Apartment,2600,5,5,3,1,5,Semi-Furnished,North,190.13,7190.0
Kochi,Kerala,Thrippunithura,Apartment,1650,3,3,3,1,0,Semi-Furnished,North-East,117.01,6472.0
Kochi,Kerala,Thrippunithura,Villa,3350,4,4,1,7,5,Fully Furnished,North-East,170.7,4589.0
Kochi,Kerala,Aluva,Apartment,1950,4,4,1,0,0,Fully Furnished,South,111.76,4911.0
Kochi,Kerala,Edapally,Independent House,3050,6,6,2,24,10,Semi-Furnished,North,150.75,5019.0
Kochi,Kerala,Maradu,Builder Floor,750,1,2,1,6,2,Unfurnished,North,29.32,4127.0
Kochi,Kerala,Edapally,Apartment,2100,4,4,1,9,1,Semi-Furnished,South,146.57,6401.0
Kochi,Kerala,Aluva,Apartment,2150,4,4,1,21,1,Fully Furnished,West,128.76,4915.0
Kochi,Kerala,Thrissur Road,Apartment,1400,3,3,1,8,10,Semi-Furnished,North,78.74,5689.0
Kochi,Kerala,Kakkanad,Apartment,1500,3,3,3,18,15,Unfurnished,West,51.57,4352.0
Kochi,Kerala,Maradu,Apartment,2300,4,5,2,5,1,Unfurnished,South,124.63,5620.0
Kochi,Kerala,Maradu,Apartment,1850,3,3,1,12,5,Fully Furnished,North-East,79.89,3757.0
Kochi,Kerala,Maradu,Independent House,2600,5,5,2,23,0,Unfurnished,North,160.69,5691.0
Kochi,Kerala,Aluva,Independent House,2100,4,4,0,24,0,Unfurnished,South,140.95,6492.0
Kochi,Kerala,Vytila,Apartment,1750,3,3,3,22,10,Unfurnished,North,101.26,6888.0
Kochi,Kerala,Edapally,Apartment,2650,5,6,1,11,15,Semi-Furnished,East,118.61,5304.0
Kochi,Kerala,Cheranalloor,Independent House,4500,6,6,2,13,0,Unfurnished,North-East,275.84,5980.0
Kochi,Kerala,Edapally,Independent House,3500,6,7,0,12,1,Semi-Furnished,North,251.86,6545.0
Kochi,Kerala,Thrippunithura,Apartment,2250,4,4,1,19,2,Fully Furnished,West,134.33,4971.0
Kochi,Kerala,Thrippunithura,Villa,5350,4,5,1,14,0,Semi-Furnished,North-West,295.58,4825.0
Kochi,Kerala,Palakkad Road,Builder Floor,1600,3,3,1,15,0,Unfurnished,East,117.61,6919.0
Kochi,Kerala,Aluva,Builder Floor,1650,3,3,3,11,0,Fully Furnished,East,110.68,5598.0
Kochi,Kerala,Aluva,Apartment,2150,4,4,0,15,0,Unfurnished,South,119.57,5369.0
Kochi,Kerala,Kakkanad,Independent House,2900,5,5,2,17,10,Semi-Furnished,North-West,116.76,4385.0
Kochi,Kerala,Palakkad Road,Apartment,2550,5,5,0,9,15,Semi-Furnished,North,90.78,4495.0
Kochi,Kerala,Thrippunithura,Apartment,3300,6,6,1,9,1,Unfurnished,North-West,171.5,4884.0
Kochi,Kerala,Maradu,Apartment,1750,3,3,1,23,1,Semi-Furnished,North-East,64.6,3500.0
Kochi,Kerala,Cheranalloor,Studio,600,1,1,2,3,5,Unfurnished,East,33.18,5734.0
Kochi,Kerala,Palakkad Road,Apartment,1750,3,3,3,23,0,Semi-Furnished,North-West,133.05,7084.0
Kochi,Kerala,Aluva,Apartment,2200,4,4,3,15,5,Semi-Furnished,North-West,120.39,5215.0
Kochi,Kerala,Cheranalloor,Builder Floor,2200,4,4,1,16,2,Unfurnished,East,130.09,5830.0
Kochi,Kerala,Aluva,Apartment,2300,4,4,0,24,1,Fully Furnished,East,170.97,5592.0
Kochi,Kerala,Maradu,Independent House,2450,4,4,0,9,10,Fully Furnished,West,141.78,5325.0
Kochi,Kerala,Vytila,Apartment,1750,3,3,1,8,0,Semi-Furnished,North,154.12,7935.0
Kochi,Kerala,Maradu,Builder Floor,3000,5,5,3,18,0,Fully Furnished,North-West,193.9,5194.0
Kochi,Kerala,Palakkad Road,Independent House,2450,4,4,1,7,2,Unfurnished,South,175.27,7463.0
Kochi,Kerala,Thrippunithura,Apartment,2550,5,5,1,3,0,Unfurnished,East,123.01,5513.0
Kochi,Kerala,Thrissur Road,Apartment,1050,2,3,2,8,5,Semi-Furnished,East,79.35,7279.0
Kochi,Kerala,Maradu,Studio,350,1,2,1,9,1,Semi-Furnished,East,18.52,4640.0
Kochi,Kerala,Palakkad Road,Villa,2900,4,5,1,8,10,Semi-Furnished,South,201.33,7143.0
Kochi,Kerala,Maradu,Villa,5400,3,3,1,11,0,Semi-Furnished,West,278.95,4707.0
Kochi,Kerala,Kakkanad,Builder Floor,2250,4,5,3,16,2,Semi-Furnished,West,135.73,5152.0
Kochi,Kerala,Kakkanad,Apartment,1350,2,2,1,20,2,Unfurnished,North-East,69.59,4986.0
Kochi,Kerala,Maradu,Apartment,3500,6,6,3,18,15,Unfurnished,South,173.8,6218.0
Kochi,Kerala,Cheranalloor,Apartment,2500,5,6,1,22,1,Semi-Furnished,North,184.76,6710.0
Kochi,Kerala,Palakkad Road,Villa,3950,4,5,3,0,20,Semi-Furnished,North-East,170.05,5559.0
Kochi,Kerala,Aluva,Apartment,1900,3,3,1,5,0,Unfurnished,South,89.14,4793.0
Kochi,Kerala,Vytila,Apartment,2000,4,4,1,1,2,Semi-Furnished,East,141.23,6794.0
Kochi,Kerala,Maradu,Independent House,3700,6,7,2,5,10,Unfurnished,East,184.25,5508.0
Kochi,Kerala,Thrippunithura,Independent House,4250,6,6,1,10,2,Unfurnished,North-West,275.83,6449.0
Kochi,Kerala,Thrippunithura,Villa,3600,5,5,1,22,5,Semi-Furnished,North,187.88,4770.0
Kochi,Kerala,Thrissur Road,Independent House,2700,5,5,1,3,2,Fully Furnished,North-West,156.11,5011.0
Kochi,Kerala,Thrippunithura,Builder Floor,1250,2,3,3,13,0,Fully Furnished,South,88.67,5646.0
Kochi,Kerala,Vytila,Apartment,3500,6,6,1,14,0,Semi-Furnished,South,212.89,5383.0
Kochi,Kerala,Palakkad Road,Apartment,1800,3,3,0,13,0,Fully Furnished,North,106.91,4663.0
Kochi,Kerala,Edapally,Apartment,2150,4,5,1,8,0,Unfurnished,North,127.89,5372.0
Kochi,Kerala,Thrissur Road,Builder Floor,1800,3,4,3,14,1,Semi-Furnished,North,141.45,7079.0
Kochi,Kerala,Palakkad Road,Apartment,2350,4,4,1,16,1,Unfurnished,South,155.25,6527.0
Kochi,Kerala,Maradu,Apartment,2150,4,4,1,21,0,Semi-Furnished,South,132.79,5082.0
Kochi,Kerala,Kakkanad,Apartment,1150,2,2,1,14,2,Semi-Furnished,North-East,65.09,5610.0
Kochi,Kerala,Thrissur Road,Apartment,1350,2,3,1,0,1,Fully Furnished,North,119.23,8202.0
Kochi,Kerala,Palakkad Road,Villa,1900,3,3,0,10,0,Semi-Furnished,North-East,98.25,4713.0
Kochi,Kerala,Thrippunithura,Apartment,3500,6,6,1,21,2,Semi-Furnished,North,239.84,5782.0
Kochi,Kerala,Kakkanad,Apartment,2950,5,5,2,2,2,Fully Furnished,North,168.7,4777.0
Kochi,Kerala,Cheranalloor,Builder Floor,1850,3,4,2,5,0,Fully Furnished,East,118.17,5266.0
Kochi,Kerala,Palakkad Road,Independent House,2900,5,5,2,15,0,Semi-Furnished,North,233.74,6853.0
Kochi,Kerala,Palakkad Road,Independent House,2850,5,6,2,18,20,Semi-Furnished,North-West,130.4,5796.0
Kochi,Kerala,Aluva,Independent House,2550,5,5,2,7,15,Unfurnished,North,82.37,4099.0
Kochi,Kerala,Palakkad Road,Apartment,1550,3,3,1,16,1,Fully Furnished,West,118.34,6223.0
Kochi,Kerala,Kakkanad,Studio,450,1,1,1,17,15,Unfurnished,North,21.48,6009.0
Kochi,Kerala,Thrippunithura,Independent House,2350,4,4,1,5,5,Unfurnished,West,140.49,6342.0
Kochi,Kerala,Kakkanad,Studio,400,1,1,1,6,0,Semi-Furnished,North,21.1,4961.0
Kochi,Kerala,Palakkad Road,Apartment,2700,5,5,1,16,2,Fully Furnished,East,225.56,6930.0
Kochi,Kerala,Aluva,Apartment,1700,3,3,2,16,15,Unfurnished,West,81.71,5872.0
Kochi,Kerala,Edapally,Independent House,3000,5,5,1,6,5,Fully Furnished,North-West,189.64,6036.0
Kochi,Kerala,Kakkanad,Apartment,1500,3,3,1,24,15,Fully Furnished,North-East,81.46,5511.0
Kochi,Kerala,Aluva,Apartment,1300,2,2,2,4,0,Semi-Furnished,South,85.51,6207.0
Kochi,Kerala,Kakkanad,Independent House,2900,5,5,1,21,5,Unfurnished,East,130.12,4578.0
Kochi,Kerala,Kakkanad,Apartment,1900,3,3,1,13,10,Fully Furnished,West,144.49,7360.0
Kochi,Kerala,Kakkanad,Apartment,1750,3,4,1,18,5,Semi-Furnished,West,106.17,6364.0
Kochi,Kerala,Kakkanad,Apartment,2700,5,5,2,17,5,Unfurnished,South,139.31,5303.0
Kochi,Kerala,Cheranalloor,Builder Floor,1600,3,3,1,6,0,Unfurnished,North-East,107.31,6669.0
Kochi,Kerala,Edapally,Independent House,2450,4,4,1,15,10,Semi-Furnished,North,172.62,7602.0
Kochi,Kerala,Cheranalloor,Independent House,2050,4,4,3,5,2,Unfurnished,North-East,92.53,5009.0
Kochi,Kerala,Vytila,Apartment,1800,3,3,1,18,2,Fully Furnished,South,119.16,5441.0
Kochi,Kerala,Cheranalloor,Villa,1950,3,4,2,6,0,Semi-Furnished,South,134.2,6501.0
Kochi,Kerala,Maradu,Apartment,1950,4,4,2,8,5,Unfurnished,West,79.49,4382.0
Kochi,Kerala,Thrippunithura,Apartment,1450,3,4,1,22,5,Semi-Furnished,East,101.2,6674.0
Kochi,Kerala,Maradu,Builder Floor,1800,3,4,1,18,1,Semi-Furnished,South,79.13,3844.0
Kochi,Kerala,Vytila,Builder Floor,2550,5,5,2,13,5,Unfurnished,East,166.96,7075.0
Kochi,Kerala,Edapally,Apartment,1300,2,3,1,22,1,Semi-Furnished,West,90.24,6170.0
Kochi,Kerala,Thrissur Road,Apartment,1650,3,4,1,2,5,Unfurnished,East,92.75,5672.0
Kochi,Kerala,Thrippunithura,Apartment,2100,4,4,1,8,1,Semi-Furnished,East,96.32,4320.0
Kochi,Kerala,Thrissur Road,Apartment,1850,3,3,2,23,10,Unfurnished,West,92.66,5326.0
Kochi,Kerala,Vytila,Apartment,1450,3,3,2,21,10,Unfurnished,South,86.78,6477.0
Kochi,Kerala,Edapally,Studio,300,1,1,1,3,2,Fully Furnished,North,23.48,6954.0
Kochi,Kerala,Palakkad Road,Studio,550,1,1,2,7,0,Fully Furnished,North,35.2,5921.0
Kochi,Kerala,Palakkad Road,Independent House,2900,5,5,3,7,5,Fully Furnished,North-East,193.73,5811.0
Kochi,Kerala,Thrissur Road,Independent House,2400,4,4,1,17,2,Fully Furnished,East,161.95,5978.0
Kochi,Kerala,Palakkad Road,Apartment,1150,2,2,1,6,2,Fully Furnished,West,107.3,8273.0
Kochi,Kerala,Edapally,Apartment,1900,3,3,1,7,10,Semi-Furnished,North-West,111.3,6673.0
Kochi,Kerala,Vytila,Apartment,2100,4,5,1,22,5,Semi-Furnished,North-West,148.73,6322.0
Kochi,Kerala,Kakkanad,Independent House,1400,3,4,1,5,1,Fully Furnished,East,67.08,3979.0
Kochi,Kerala,Vytila,Builder Floor,2200,4,5,1,14,15,Semi-Furnished,North-East,93.61,5070.0
Kochi,Kerala,Aluva,Apartment,1800,3,3,1,16,2,Unfurnished,East,121.66,6528.0
Kochi,Kerala,Cheranalloor,Builder Floor,1200,2,2,1,0,1,Unfurnished,North,66.64,6195.0
Kochi,Kerala,Thrippunithura,Builder Floor,1300,2,2,1,9,1,Semi-Furnished,North-West,97.07,6808.0
Kochi,Kerala,Palakkad Road,Apartment,1650,3,4,0,13,2,Unfurnished,East,117.19,6726.0
Kochi,Kerala,Vytila,Villa,4000,3,3,3,17,15,Unfurnished,North,168.49,5279.0
Kochi,Kerala,Palakkad Road,Villa,2500,3,4,1,19,15,Unfurnished,South,157.43,7849.0
Kochi,Kerala,Palakkad Road,Villa,2600,5,6,2,24,0,Unfurnished,East,180.89,6178.0
Kochi,Kerala,Palakkad Road,Independent House,4500,6,6,0,17,2,Unfurnished,West,244.54,5446.0
Kochi,Kerala,Maradu,Apartment,2600,5,6,1,6,0,Semi-Furnished,North,118.64,3948.0
Kochi,Kerala,Edapally,Villa,3200,4,4,2,13,0,Unfurnished,East,228.31,6509.0
Kochi,Kerala,Thrippunithura,Apartment,2150,4,4,1,11,15,Unfurnished,North-East,115.48,6579.0
Kochi,Kerala,Palakkad Road,Builder Floor,3000,5,5,0,22,15,Fully Furnished,North,173.51,6079.0
Kochi,Kerala,Edapally,Apartment,2300,4,4,2,5,1,Semi-Furnished,East,140.17,5629.0
Kochi,Kerala,Vytila,Builder Floor,2300,4,4,2,18,2,Unfurnished,North,138.29,5836.0
Kochi,Kerala,Thrippunithura,Apartment,1550,3,3,1,14,10,Unfurnished,North,69.03,5247.0
Kochi,Kerala,Edapally,Studio,400,1,2,1,6,10,Unfurnished,South,23.26,6935.0
Kochi,Kerala,Aluva,Apartment,2350,4,4,3,0,1,Semi-Furnished,East,143.74,5349.0
Kochi,Kerala,Maradu,Apartment,3000,5,6,1,8,5,Semi-Furnished,West,134.6,4643.0
Kochi,Kerala,Aluva,Apartment,2400,4,4,1,9,0,Semi-Furnished,North-East,156.43,6084.0
Kochi,Kerala,Thrissur Road,Apartment,1400,3,3,3,20,0,Semi-Furnished,South,92.49,6097.0
Kochi,Kerala,Vytila,Apartment,2200,4,4,1,17,0,Unfurnished,North,172.44,7040.0
Kochi,Kerala,Thrissur Road,Independent House,2700,5,5,2,7,15,Semi-Furnished,North-East,108.31,4863.0
Kochi,Kerala,Kakkanad,Apartment,2250,4,4,1,16,5,Unfurnished,East,104.62,4773.0
Kochi,Kerala,Kakkanad,Independent House,1950,4,5,3,12,0,Fully Furnished,East,166.64,6528.0
Kochi,Kerala,Vytila,Studio,300,1,1,2,22,1,Semi-Furnished,East,19.53,6027.0
Kochi,Kerala,Kakkanad,Builder Floor,2350,4,5,1,15,15,Fully Furnished,West,123.85,5332.0
Kochi,Kerala,Cheranalloor,Villa,3700,3,4,1,8,0,Semi-Furnished,West,251.62,6172.0
Kochi,Kerala,Palakkad Road,Apartment,2500,5,6,2,18,5,Semi-Furnished,North-West,159.66,5954.0
Kochi,Kerala,Kakkanad,Apartment,1400,3,4,1,0,1,Unfurnished,North-East,61.78,4715.0
Kochi,Kerala,Edapally,Builder Floor,2050,4,5,2,21,0,Unfurnished,West,103.63,5048.0
Kochi,Kerala,Aluva,Villa,3550,4,5,0,1,5,Unfurnished,South,182.61,5270.0
Kochi,Kerala,Kakkanad,Apartment,3500,6,6,2,6,0,Unfurnished,North-East,179.46,4995.0
Kochi,Kerala,Vytila,Apartment,2150,4,4,1,16,5,Semi-Furnished,North-East,142.77,6548.0
Kochi,Kerala,Aluva,Apartment,2850,5,5,1,3,2,Unfurnished,North,149.88,5457.0
Kochi,Kerala,Kakkanad,Builder Floor,2200,4,4,1,22,5,Fully Furnished,North-East,93.41,3562.0
Kochi,Kerala,Vytila,Independent House,3050,6,7,2,15,0,Semi-Furnished,North-East,220.0,6215.0
Kochi,Kerala,Cheranalloor,Independent House,2300,4,5,0,5,0,Semi-Furnished,South,86.39,3648.0
Kochi,Kerala,Maradu,Apartment,2600,5,5,1,15,10,Semi-Furnished,North,160.84,6098.0
Kochi,Kerala,Thrippunithura,Builder Floor,1850,3,3,1,22,1,Unfurnished,North-East,136.16,6465.0
Kochi,Kerala,Aluva,Apartment,1900,3,3,1,5,15,Semi-Furnished,North-West,70.0,4400.0
Kochi,Kerala,Palakkad Road,Apartment,1850,3,3,2,20,10,Unfurnished,East,120.83,7400.0
Kochi,Kerala,Maradu,Studio,600,1,1,2,22,0,Semi-Furnished,North-West,24.3,3500.0
Kochi,Kerala,Thrippunithura,Independent House,2250,4,5,3,0,0,Semi-Furnished,North-West,102.77,4169.0
Kochi,Kerala,Edapally,Apartment,1950,4,4,1,7,10,Unfurnished,North-East,85.96,4679.0
Kochi,Kerala,Cheranalloor,Builder Floor,1500,3,3,1,14,0,Semi-Furnished,North-East,90.6,5402.0
Kochi,Kerala,Thrissur Road,Apartment,2250,4,5,2,14,10,Semi-Furnished,North-West,130.43,6485.0
Kochi,Kerala,Cheranalloor,Apartment,1000,2,3,1,13,2,Semi-Furnished,East,61.26,5692.0
Kochi,Kerala,Aluva,Apartment,1500,3,4,2,3,1,Unfurnished,West,108.62,6789.0
Kochi,Kerala,Vytila,Villa,4500,3,4,1,10,0,Semi-Furnished,North-West,358.46,7276.0
Kochi,Kerala,Palakkad Road,Apartment,2750,5,5,2,17,20,Semi-Furnished,East,149.23,6845.0
Kochi,Kerala,Cheranalloor,Independent House,2800,5,5,2,12,0,Semi-Furnished,North-West,163.73,5443.0
Kochi,Kerala,Kakkanad,Independent House,2200,4,5,2,21,0,Unfurnished,South,125.83,5758.0
Kochi,Kerala,Thrippunithura,Independent House,2050,4,4,3,20,15,Unfurnished,South,116.22,6894.0
Kochi,Kerala,Cheranalloor,Villa,4500,4,4,3,11,1,Fully Furnished,North,364.14,6600.0
Kochi,Kerala,Maradu,Independent House,1950,4,4,2,3,2,Semi-Furnished,West,128.38,6049.0
Kochi,Kerala,Palakkad Road,Villa,3950,4,4,1,22,2,Fully Furnished,West,342.87,7071.0
Kochi,Kerala,Palakkad Road,Apartment,1650,3,4,1,19,0,Semi-Furnished,North-West,140.12,7505.0
Kochi,Kerala,Palakkad Road,Independent House,2450,4,4,1,18,1,Semi-Furnished,South,157.93,5556.0
Kochi,Kerala,Edapally,Independent House,4250,6,7,1,3,2,Semi-Furnished,North-East,310.41,6995.0
Kochi,Kerala,Maradu,Apartment,2450,4,4,1,3,1,Unfurnished,East,130.18,5137.0
Kochi,Kerala,Thrippunithura,Villa,2500,4,4,2,19,0,Unfurnished,West,187.26,6789.0
Kochi,Kerala,Cheranalloor,Studio,600,1,2,3,21,5,Semi-Furnished,West,43.13,6443.0
Kochi,Kerala,Kakkanad,Apartment,1900,3,4,1,22,15,Semi-Furnished,North-East,87.75,5000.0
Kochi,Kerala,Edapally,Apartment,1450,3,3,2,21,1,Fully Furnished,North-West,114.9,6309.0
Kochi,Kerala,Kakkanad,Independent House,2450,4,4,1,2,15,Semi-Furnished,North,75.35,3665.0
Kochi,Kerala,Vytila,Apartment,1550,3,3,1,10,1,Fully Furnished,East,121.71,6604.0
Kochi,Kerala,Aluva,Builder Floor,1550,3,3,2,16,1,Semi-Furnished,West,82.02,4255.0
Kochi,Kerala,Maradu,Villa,2550,5,5,2,14,5,Semi-Furnished,North,140.25,5243.0
Kochi,Kerala,Thrippunithura,Apartment,1750,3,4,2,22,1,Semi-Furnished,East,128.02,6552.0
Kochi,Kerala,Kakkanad,Villa,4500,5,5,3,3,0,Semi-Furnished,West,248.11,5463.0
Kochi,Kerala,Thrissur Road,Apartment,2900,5,5,1,23,15,Semi-Furnished,North-East,176.78,6544.0
Kochi,Kerala,Edapally,Villa,2950,3,3,2,19,1,Fully Furnished,East,173.35,4832.0
Kochi,Kerala,Cheranalloor,Builder Floor,1300,2,2,3,7,1,Unfurnished,South,56.65,4301.0
Kochi,Kerala,Maradu,Studio,300,1,1,2,15,5,Fully Furnished,East,16.94,5178.0
Kochi,Kerala,Palakkad Road,Apartment,1850,3,4,1,22,2,Unfurnished,North,112.82,6098.0
Kochi,Kerala,Edapally,Independent House,3500,6,7,1,7,5,Unfurnished,North,188.01,5985.0
Kochi,Kerala,Thrissur Road,Independent House,4000,6,6,1,4,1,Fully Furnished,West,237.53,5243.0
Kochi,Kerala,Thrissur Road,Independent House,2450,4,4,2,6,10,Fully Furnished,East,148.07,6362.0
Kochi,Kerala,Cheranalloor,Apartment,2450,4,4,2,0,2,Unfurnished,North-East,96.13,4141.0
Kochi,Kerala,Thrippunithura,Independent House,2200,4,5,2,15,10,Unfurnished,North-East,99.25,4914.0
Kochi,Kerala,Aluva,Builder Floor,2500,5,5,1,13,5,Semi-Furnished,North,134.47,5228.0
Kochi,Kerala,Aluva,Apartment,1400,3,3,3,14,10,Semi-Furnished,North,80.68,5943.0
Kochi,Kerala,Thrippunithura,Villa,2750,3,3,3,18,0,Unfurnished,West,186.01,6580.0
Kochi,Kerala,Palakkad Road,Apartment,1600,3,3,2,24,0,Unfurnished,North-East,112.01,6451.0
Kochi,Kerala,Kakkanad,Independent House,2450,4,4,2,4,1,Unfurnished,East,135.17,5548.0
Kochi,Kerala,Cheranalloor,Studio,350,1,1,0,20,15,Unfurnished,North-West,13.82,4812.0
Kochi,Kerala,Maradu,Apartment,2100,4,5,2,18,0,Fully Furnished,North-West,106.45,3903.0
Kochi,Kerala,Vytila,Apartment,2050,4,4,1,13,1,Fully Furnished,North-East,157.59,6098.0
Kochi,Kerala,Cheranalloor,Villa,4750,3,4,1,7,1,Fully Furnished,East,335.41,6186.0
Kochi,Kerala,Edapally,Apartment,1850,3,3,2,13,5,Semi-Furnished,North,103.66,5052.0
Kochi,Kerala,Thrissur Road,Builder Floor,2350,4,5,1,12,5,Semi-Furnished,East,213.07,8287.0
Kochi,Kerala,Maradu,Villa,3150,4,4,1,12,15,Fully Furnished,East,158.75,5426.0
Kochi,Kerala,Edapally,Independent House,3650,6,6,3,20,0,Semi-Furnished,North-East,262.4,6638.0
Kochi,Kerala,Edapally,Villa,3750,5,5,2,19,0,Unfurnished,East,189.2,4795.0
Kochi,Kerala,Edapally,Apartment,1600,3,3,1,16,15,Semi-Furnished,West,76.41,5374.0
Kochi,Kerala,Thrippunithura,Apartment,2300,4,5,1,12,20,Semi-Furnished,East,125.96,6689.0
Kochi,Kerala,Palakkad Road,Apartment,1550,3,4,1,12,2,Unfurnished,South,90.36,5820.0
Kochi,Kerala,Edapally,Independent House,3650,6,7,2,2,15,Semi-Furnished,South,165.19,5544.0
Kochi,Kerala,Edapally,Builder Floor,2750,5,6,2,15,0,Fully Furnished,West,202.2,5885.0
Kochi,Kerala,Maradu,Apartment,2300,4,4,0,17,0,Semi-Furnished,North,125.94,4969.0
Kochi,Kerala,Edapally,Villa,3400,4,4,2,11,15,Semi-Furnished,North,167.9,5502.0
Kochi,Kerala,Edapally,Studio,250,1,1,0,24,10,Unfurnished,East,16.41,7134.0
Kochi,Kerala,Kakkanad,Villa,3200,4,4,2,14,1,Semi-Furnished,North,209.33,5807.0
Kochi,Kerala,Edapally,Villa,3600,3,3,1,12,10,Semi-Furnished,South,201.6,5901.0
Kochi,Kerala,Thrissur Road,Independent House,2900,5,6,2,2,1,Unfurnished,East,255.25,8931.0
Kochi,Kerala,Vytila,Apartment,2600,5,5,1,15,1,Fully Furnished,East,196.48,6129.0
Kochi,Kerala,Thrissur Road,Apartment,2750,5,6,2,9,2,Semi-Furnished,North-East,153.4,5285.0
Kochi,Kerala,Thrissur Road,Independent House,1950,4,4,2,1,0,Semi-Furnished,East,127.31,6127.0
